link,job title,location,team,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/541520,Operations Manager (m/w) - Nordrhein-Westfalen - Amazon Logistics,Augsburg (Graben)- GermanyRegensburg- GermanyBerlin- GermanyBad Hersfeld- GermanyKoblenz- GermanyLeipzig- GermanyFrankfurt am Main- GermanyDüsseldorf - GermanyElmshorn- GermanyGermany- EuropeWerne- Germany,Amazon Logistics- Europe,· Experienced in working as a manager in the logistic/transportation industry and possess expertise and a solid understanding of carrier operations.· A people person- able to inspire others and maintain morale.· A self-starter can work under pressure and with minimal supervision.· Able to problem solve using deep dive analysis and develop and manage projects to completion.· Strong in your oral and written communication skills- with an ability to influence through careful and well-structured argument.· Able and willing to work to flexible schedules/ shifts and commit the time required to get the job done.· Excel trained with an ability to utilize and manipulate multiple data sources in order to assess performance.· Completed Bachelor’s Degree or equivalent is required.,· Ideally you will have experience of lean manufacturing techniques/six sigma· Ideally you will have experience of managing 3rd party contract resource arrangementsAmazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover- invent- simplify and build. We welcome applications from all members of society irrespective of age- sex- disability- sexual orientation- race- religion or belief,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/534034,Site Leader (m/f) - Nordrhein-Westfalen - Amazon Logistics,Augsburg (Graben)- GermanyRegensburg- GermanyBerlin- GermanyBad Hersfeld- GermanyKoblenz- GermanyLeipzig- GermanyFrankfurt am Main- GermanyDüsseldorf - GermanyElmshorn- GermanyGermany- EuropeWerne- Germany,Amazon Logistics- Europe,· Bachelors degree or equivalent level qualification· Experienced in working as a manager in the transportation industry and possess expertise and a solid understanding of carrier operations.· Able to demonstrate good business judgment with a track record of successfully delivering quantifiable results.· An analytical thinker with project management skills- attention to detail- an ability to influence others- and exceptional organisational skills.· Strong in oral and written communication skills with the ability to think clearly- analyse quantitatively- problem-solve- support scope of requirements and prioritise.· Able to manage detail- establish root cause and be able to extract and manipulate data· Proven in delivering projects within scope- time- budget and quality.· Entrepreneurial in mind- with the tenacity to develop ideas independently and thrive in fast-paced environment is crucial· Managing and driving production within specified area/s and process improvement through efficiency and change- therefore a strong bias for action is required.· Analytical and excel trained with excellent communication skills.· Fluent in German and English.,· Ideally you will have experience of lean manufacturing techniques/six sigma,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/533218,Logistics Manager (m/f),Bad Hersfeld- GermanyGermany- Europe,Fulfillment Center Management,Das bringen Sie mit:· Sie verfügen über einen BA-- FH- oder Uni-Abschluss der Betriebswirtschaft- im Ingenieurwesen- in der Logistik oder ähnlicher Fachrichtungen oder einen vergleichbaren Abschluss einer anderen Bildungseinrichtung.· Sie haben bereits Erfahrung in der Leitung großer- vielseitiger Teams gesammelt.· Sie sprechen fließend Englisch.· Sie verfügen über hervorragende Kommunikationsfähigkeiten in Wort und Schrift.· Sie sind in mindestens zwei Bereichen der Fertigungs- oder Logistikkette fachlich kompetent und können eine beachtliche Erfolgsbilanz in einer ähnlichen dynamischen Logistik-- Distributions- oder Fertigungsumgebung nachweisen.· Sie arbeiten detailorientiert- wenden Ursachenanalysen an und sind in der Lage- die hierbei generierten Daten auszuwerten.· Sie sehen Veränderungen als Entwicklungsmöglichkeit an und sind bei Bedarf bereit- Ihren Standort zu wechseln.· Sie wissen dass Schichtarbeit und gelegentliche Wochenendarbeit unumgänglich ist.,"Idealerweise erfüllen Sie folgende Punkte:· Masterabschluss oder gleichwertige Qualifikation· Kaizen- und Lean-Methoden sowie verwandte Techniken sind Ihnen nicht unbekannt.Bei gleicher Qualifikation werden Schwerbehinderte bevorzugt behandelt.Das bieten wir Ihnen:Wir erwarten von Ihnen höchste Einsatzbereitschaft und werden diese entsprechend honorieren. Neben einer wettbewerbsfähigen Vergütung- Bezugsrechten für Aktien und standortabhängigen Leistungsprämien bieten wir zahlreiche weitere Arbeitgeberleistungen- wie z. B. Belegschaftsrabatte.Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung- dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken- Erfinden- Vereinfachen und Erstellen zu schätzen.Sind Sie interessiert? Wir freuen uns darauf- von Ihnen zu hören! Wenn Sie ""online bewerben"" klicken- haben Sie die Möglichkeit Ihre Bewerbung in einem Dokument anzuhängen (max. 5 MB). Bitte informieren Sie uns separat über Ihre Gehaltsvorstellung und Ihre Verfügbarkeit ausschließlich in Ihrem Benutzerprofil.Mit der Übersendung Ihres Lebenslaufs erklären Sie sich mit der Speicherung Ihrer Daten zum Zwecke der Feststellung Ihrer Eignung für dieses und zukünftige Stellenangebot/e in der weltweiten Amazon Konzernpersonaldatenbank- die derzeit in den USA geführt wird- einverstanden.",,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/533217,Warehouse / Distribution Manager (m/f),Bad Hersfeld- GermanyGermany- Europe,Fulfillment Center Management,Das bringen Sie mit:· Sie verfügen über einen BA-- FH- oder Uni-Abschluss der Betriebswirtschaft- im Ingenieurwesen- in der Logistik oder ähnlicher Fachrichtungen oder einen vergleichbaren Abschluss einer anderen Bildungseinrichtung.· Sie haben bereits Erfahrung in der Leitung großer- vielseitiger Teams gesammelt.· Sie sprechen fließend Englisch.· Sie verfügen über hervorragende Kommunikationsfähigkeiten in Wort und Schrift.· Sie sind in mindestens zwei Bereichen der Fertigungs- oder Logistikkette fachlich kompetent und können eine beachtliche Erfolgsbilanz in einer ähnlichen dynamischen Logistik-- Distributions- oder Fertigungsumgebung nachweisen.· Sie arbeiten detailorientiert- wenden Ursachenanalysen an und sind in der Lage- die hierbei generierten Daten auszuwerten.· Sie sehen Veränderungen als Entwicklungsmöglichkeit an und sind bei Bedarf bereit- Ihren Standort zu wechseln.· Sie wissen dass Schichtarbeit und gelegentliche Wochenendarbeit unumgänglich ist.,"Idealerweise erfüllen Sie folgende Punkte:· Masterabschluss oder gleichwertige Qualifikation· Kaizen- und Lean-Methoden sowie verwandte Techniken sind Ihnen nicht unbekannt.Bei gleicher Qualifikation werden Schwerbehinderte bevorzugt behandelt.Das bieten wir Ihnen:Wir erwarten von Ihnen höchste Einsatzbereitschaft und werden diese entsprechend honorieren. Neben einer wettbewerbsfähigen Vergütung- Bezugsrechten für Aktien und standortabhängigen Leistungsprämien bieten wir zahlreiche weitere Arbeitgeberleistungen- wie z. B. Belegschaftsrabatte.Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung- dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken- Erfinden- Vereinfachen und Erstellen zu schätzen.Sind Sie interessiert? Wir freuen uns darauf- von Ihnen zu hören! Wenn Sie ""online bewerben"" klicken- haben Sie die Möglichkeit Ihre Bewerbung in einem Dokument anzuhängen (max. 5 MB). Bitte informieren Sie uns separat über Ihre Gehaltsvorstellung und Ihre Verfügbarkeit ausschließlich in Ihrem Benutzerprofil.Mit der Übersendung Ihres Lebenslaufs erklären Sie sich mit der Speicherung Ihrer Daten zum Zwecke der Feststellung Ihrer Eignung für dieses und zukünftige Stellenangebot/e in der weltweiten Amazon Konzernpersonaldatenbank- die derzeit in den USA geführt wird- einverstanden.",,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/533208,Learning Manager (m/f),Bad Hersfeld- GermanyGermany- Europe,Human Resources - Fulfillment,BASIC QUALIFICATIONS· Bachelors' degree· Leadership experiences· Experience in carrying out all activities in the Training Cycle: Design- Delivery- Evaluation· Excellent verbal and written communication skills- in German and English· Can drive understanding (i.e.- using visual aids- able to recognize when a group or individual is lost and needs more attention).· Experience using computers to develop materials- presentations and use of email and knowledge of internet/intranet.· Result-driven attitude and highly developed leadership ability.· On-hand mentality· Experience of implementing a wide range of change management and process improvement activities- based on broader organizational goals.· Willingness to travel· Good understanding of MS Office tools (Outlook- Excel),PREFERRED QUALIFICATIONS· Master degree or equivalent would be ideal· IHK training certification (AdA)· Learning Management experience within a Distribution- Manufacturing/Production or similar industry environment.· Background in adult learning theory/course facilitation would be beneficialBy submitting your resume and application information- you authorize Amazon to transmit and store your information in the Amazon group of companies' world-wide recruitment database- and to circulate that information as necessary for the purpose of evaluating your qualifications for this or other job vacancies.Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover- invent- simplify and build.,,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/532060,Teamleiter Transport (m/w) - Nachtschicht - Düsseldorf,Augsburg (Graben)- GermanyRegensburg- GermanyBerlin- GermanyBad Hersfeld- GermanyKoblenz- GermanyLeipzig- GermanyFrankfurt am Main- GermanyDüsseldorf - GermanyElmshorn- GermanyGermany- EuropeWerne- Germany,Amazon Logistics- Europe,Erforderliche Qualifikationen:· Du verfügst über hervorragende Kommunikationsfähigkeiten in Wort und Schrift.· Du bist bereit- ehrgeizig anspruchsvolle Produktionsziele zu verfolgen.· Du verfügst über nachweisbare Analyse- und Problemlösungsfähigkeiten.· Du bist zu 100 % kundenorientiert. Du verschreibst dich voll und ganz unserem Ziel- immer den besten Kundenservice bereitzustellen.· Du bist lernwillig und neugierig. Du bist daran interessiert- neue Fähigkeiten zu lernen und weiterzugeben.· Du lieferst Ergebnisse- kannst sowohl lang- als auch kurzfristig mehrere Aufgaben gleichzeitig handhaben und entscheidest dich im Zweifel- eher zu handeln als abzuwarten. Du hast kein Problem mit einem geschwindigkeitsorientierten Arbeitsumfeld- in dem bisweilen widerstreitende Prioritäten und Anforderungen aufeinandertreffen können.· Du arbeitest detailorientiert- zeigst Initiative und Proaktivität. Du legst zu jedem Zeitpunkt höchste Standards an deine Arbeit an. Du forderst gerne den Status quo heraus und suchst stets nach Wegen- Prozesse zu verbessern und zu optimieren.,"Wünschenswerte Fähigkeiten:· Ein gutes Verständnis im Umgang mit Nutzfahrzeugen ist bei der Bewerbung von Vorteil.· Gute praktische und theoretische Excel-Kenntnisse.· Du kannst mit Leistungskennzahlen und Metriken umgehen und große Datenmengen auf mögliche Trends und Ursachen von Problemen untersuchen.· Du bist mit der Analyse auf Basis der 5 ""Warum""-Fragen vertraut.· Gute Englischkenntnisse (in Wort und Schrift)Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung- dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken- Erfinden- Vereinfachen und Erstellen zu schätzen.Amazon nimmt den Schutz Ihrer persönlichen Daten ernst und respektiert die nationalen Datenschutzgesetze sowie die EU-Rechtsvorschriften zum Datenschutz. Sofern nicht anders vereinbart- erlauben Sie dem einstellenden Unternehmen von Amazon durch Einreichung Ihres Lebenslaufs- Ihre persönlichen Daten in der elektronischen Datenbank zu speichern- die von Amazon Corporate LLC. in den USA oder von einer Tochtergesellschaft zum Zweck der Feststellung Ihrer Eignung für diese und für zukünftig angebotene Stellen sowie zur Verfolgung Ihres Bewerbungsprozesses unterhalten wird.Wenn Sie wünschen- dass Ihre persönlichen Daten gelöscht werden- können Sie das einstellende Unternehmen jederzeit darüber benachrichtigen. Amazon gibt Ihre Daten ohne Ihre vorherige Zustimmung nicht an Dritte weiter. Im Rahmen des Interviewprozesses mit Amazon werden Sie möglicherweise dazu aufgefordert- dem einstellenden Unternehmen von Amazon zu gestatten- Ihre Bewerbungsdaten und Ihren Lebenslauf separat durch einen Drittanbieter prüfen zu lassen.",,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/532056,Schichtleiter Logistik (m/w) – Mannheim,Augsburg (Graben)- GermanyRegensburg- GermanyBerlin- GermanyBad Hersfeld- GermanyKoblenz- GermanyLeipzig- GermanyFrankfurt am Main- GermanyDüsseldorf - GermanyElmshorn- GermanyGermany- EuropeWerne- Germany,Amazon Logistics- Europe,Erforderliche Qualifikationen:· Wir suchen Könner - und setzen dabei auf eine große Vielfalt an unterschiedlichen Qualifikationen- wie z.B. BA-- Hochschul- oder Uni-Abschlüssen verschiedener Disziplinen· Ein „Vordenker“- mit einem überaus hohen Maß an Flexibilität und der Fähigkeit in einer vielschichtigen Umwelt zu agieren.· Wir wünschen uns Mitarbeiter- die durch Neugier und Mut Veränderungen vorantreiben- Entscheidungen treffen und die Fähigkeit besitzen- sich selbst zu hinterfragen.· Hervorragende schriftliche und mündliche Ausdrucksweise in Deutsch und Englisch· Die Fähigkeit- effektiv zu kommunizieren und partnerschaftliche Beziehungen zu internen und externen Lieferanten aufzubauen.· Die Erfahrung mit Leistungskennzahlen und Prozessverbesserung mit nachweisbaren Fähigkeiten zur Analyse und Problemlösung· Ausgezeichnete soziale Kompetenz mit direkter Erfahrung im Bereich Mitarbeiterführung.· ,"Bevorzugte Qualifikationen:· Sehr gutes Verständnis logistischer Prozesse.· Operative Führungserfahrung ist von großem Vorteil.· Qualifikationen in Engineering- Operations oder ähnlichen Bereichen sind ein Plus· Branche oder einer ähnlich schnelllebigen Logistik/Distributions-Umgebung mit.Über unsere LeistungenFreuen Sie sich auf· die Mitarbeit in einem kompetenten- hoch qualifizierten und motivierten Team· große Gestaltungsfreiräume für Ihre Ideen und Ihr Engagement· hervorragende Perspektiven aufgrund unseres überdurchschnittlichen Wachstums· vielfältige Weiterbildungen und ein attraktives Vergütungspaket- das Sie an unserem Unternehmenserfolg teilhaben lässtSind Sie interessiert?Wir freuen uns darauf- von Ihnen zu hören! Wenn Sie ""online bewerben"" klicken- haben Sie die Möglichkeit Ihre Bewerbung in einem Dokument (Motivationsschreiben & CV- max. 5 MB) anzuhängen. Bitte informieren Sie uns separat über Ihre Gehaltsvorstellung und Ihre Verfügbarkeit ausschließlich in Ihrem Benutzerprofil.Mit der Übersendung Ihres Lebenslaufs erklären Sie sich mit der Speicherung Ihrer Daten zum Zwecke der Feststellung Ihrer Eignung für dieses und zukünftige Stellenangebot/e in der weltweiten Amazon Konzernpersonaldatenbank- die derzeit in den USA geführt wird- einverstanden.Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung- dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken- Erfinden- Vereinfachen und Erstellen zu schätzen.Amazon nimmt den Schutz Ihrer persönlichen Daten ernst und respektiert die nationalen Datenschutzgesetze sowie die EU-Rechtsvorschriften zum Datenschutz. Sofern nicht anders vereinbart- erlauben Sie dem einstellenden Unternehmen von Amazon durch Einreichung Ihres Lebenslaufs- Ihre persönlichen Daten in der elektronischen Datenbank zu speichern- die von Amazon Corporate LLC. in den USA oder von einer Tochtergesellschaft zum Zweck der Feststellung Ihrer Eignung für diese und für zukünftig angebotene Stellen sowie zur Verfolgung Ihres Bewerbungsprozesses unterhalten wird.Wenn Sie wünschen- dass Ihre persönlichen Daten gelöscht werden- können Sie das einstellende Unternehmen jederzeit darüber benachrichtigen. Amazon gibt Ihre Daten ohne Ihre vorherige Zustimmung nicht an Dritte weiter. Im Rahmen des Interviewprozesses mit Amazon werden Sie möglicherweise dazu aufgefordert- dem einstellenden Unternehmen von Amazon zu gestatten- Ihre Bewerbungsdaten und Ihren Lebenslauf separat durch einen Drittanbieter prüfen zu lassen.",,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/532055,Schichtleiter Logistik (m/w) - Köln,Augsburg (Graben)- GermanyRegensburg- GermanyBerlin- GermanyBad Hersfeld- GermanyKoblenz- GermanyLeipzig- GermanyFrankfurt am Main- GermanyDüsseldorf - GermanyElmshorn- GermanyGermany- EuropeWerne- Germany,Amazon Logistics- Europe,Erforderliche Qualifikationen:· Wir suchen Könner - und setzen dabei auf eine große Vielfalt an unterschiedlichen Qualifikationen- wie z.B. BA-- Hochschul- oder Uni-Abschlüssen verschiedener Disziplinen· Ein „Vordenker“- mit einem überaus hohen Maß an Flexibilität und der Fähigkeit in einer vielschichtigen Umwelt zu agieren.· Wir wünschen uns Mitarbeiter- die durch Neugier und Mut Veränderungen vorantreiben- Entscheidungen treffen und die Fähigkeit besitzen- sich selbst zu hinterfragen.· Hervorragende schriftliche und mündliche Ausdrucksweise in Deutsch und Englisch· Die Fähigkeit- effektiv zu kommunizieren und partnerschaftliche Beziehungen zu internen und externen Lieferanten aufzubauen.· Die Erfahrung mit Leistungskennzahlen und Prozessverbesserung mit nachweisbaren Fähigkeiten zur Analyse und Problemlösung· ,"Wünschenswerte Fähigkeiten:· Sehr gutes Verständnis logistischer Prozesse.· Operative Führungserfahrung ist von großem Vorteil.· Qualifikationen in Engineering- Operations oder ähnlichen Bereichen sind ein Plus· Branche oder einer ähnlich schnelllebigen Logistik/Distributions-Umgebung mit.Über unsere LeistungenFreuen Sie sich auf· die Mitarbeit in einem kompetenten- hoch qualifizierten und motivierten Team· große Gestaltungsfreiräume für Ihre Ideen und Ihr Engagement· hervorragende Perspektiven aufgrund unseres überdurchschnittlichen Wachstums· vielfältige Weiterbildungen und ein attraktives Vergütungspaket- das Sie an unserem Unternehmenserfolg teilhaben lässtSind Sie interessiert?Wir freuen uns darauf- von Ihnen zu hören! Wenn Sie ""online bewerben"" klicken- haben Sie die Möglichkeit Ihre Bewerbung in einem Dokument (Motivationsschreiben & CV- max. 5 MB) anzuhängen. Bitte informieren Sie uns separat über Ihre Gehaltsvorstellung und Ihre Verfügbarkeit ausschließlich in Ihrem Benutzerprofil.Mit der Übersendung Ihres Lebenslaufs erklären Sie sich mit der Speicherung Ihrer Daten zum Zwecke der Feststellung Ihrer Eignung für dieses und zukünftige Stellenangebot/e in der weltweiten Amazon Konzernpersonaldatenbank- die derzeit in den USA geführt wird- einverstanden.Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung- dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken- Erfinden- Vereinfachen und Erstellen zu schätzen.Amazon nimmt den Schutz Ihrer persönlichen Daten ernst und respektiert die nationalen Datenschutzgesetze sowie die EU-Rechtsvorschriften zum Datenschutz. Sofern nicht anders vereinbart- erlauben Sie dem einstellenden Unternehmen von Amazon durch Einreichung Ihres Lebenslaufs- Ihre persönlichen Daten in der elektronischen Datenbank zu speichern- die von Amazon Corporate LLC. in den USA oder von einer Tochtergesellschaft zum Zweck der Feststellung Ihrer Eignung für diese und für zukünftig angebotene Stellen sowie zur Verfolgung Ihres Bewerbungsprozesses unterhalten wird.Wenn Sie wünschen- dass Ihre persönlichen Daten gelöscht werden- können Sie das einstellende Unternehmen jederzeit darüber benachrichtigen. Amazon gibt Ihre Daten ohne Ihre vorherige Zustimmung nicht an Dritte weiter. Im Rahmen des Interviewprozesses mit Amazon werden Sie möglicherweise dazu aufgefordert- dem einstellenden Unternehmen von Amazon zu gestatten- Ihre Bewerbungsdaten und Ihren Lebenslauf separat durch einen Drittanbieter prüfen zu lassen.",,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/532053,Schichtleiter Logistik (m/w) - Nachtschicht - Mannheim,Augsburg (Graben)- GermanyRegensburg- GermanyBerlin- GermanyBad Hersfeld- GermanyKoblenz- GermanyLeipzig- GermanyFrankfurt am Main- GermanyDüsseldorf - GermanyElmshorn- GermanyGermany- EuropeWerne- Germany,Amazon Logistics- Europe,Erforderliche Qualifikationen:· Wir suchen Könner - und setzen dabei auf eine große Vielfalt an unterschiedlichen Qualifikationen- wie z.B. BA-- Hochschul- oder Uni-Abschlüssen verschiedener Disziplinen· Ein „Vordenker“- mit einem überaus hohen Maß an Flexibilität und der Fähigkeit in einer vielschichtigen Umwelt zu agieren.· Wir wünschen uns Mitarbeiter- die durch Neugier und Mut Veränderungen vorantreiben- Entscheidungen treffen und die Fähigkeit besitzen- sich selbst zu hinterfragen.· Hervorragende schriftliche und mündliche Ausdrucksweise in Deutsch und Englisch· Die Fähigkeit- effektiv zu kommunizieren und partnerschaftliche Beziehungen zu internen und externen Lieferanten aufzubauen.· Die Erfahrung mit Leistungskennzahlen und Prozessverbesserung mit nachweisbaren Fähigkeiten zur Analyse und Problemlösung· Ausgezeichnete soziale Kompetenz mit direkter Erfahrung im Bereich Mitarbeiterführung.,"Wünschenswerte Fähigkeiten:Sehr gutes Verständnis logistischer Prozesse.Operative Führungserfahrung ist von großem Vorteil.Qualifikationen in Engineering- Operations oder ähnlichen Bereichen sind ein PlusBranche oder einer ähnlich schnelllebigen Logistik/Distributions-Umgebung mit.Über unsere LeistungenFreuen Sie sich auf· die Mitarbeit in einem kompetenten- hoch qualifizierten und motivierten Team· große Gestaltungsfreiräume für Ihre Ideen und Ihr Engagement· hervorragende Perspektiven aufgrund unseres überdurchschnittlichen Wachstums· vielfältige Weiterbildungen und ein attraktives Vergütungspaket- das Sie an unserem Unternehmenserfolg teilhaben lässtSind Sie interessiert?Wir freuen uns darauf- von Ihnen zu hören! Wenn Sie ""online bewerben"" klicken- haben Sie die Möglichkeit Ihre Bewerbung in einem Dokument (Motivationsschreiben & CV- max. 5 MB) anzuhängen. Bitte informieren Sie uns separat über Ihre Gehaltsvorstellung und Ihre Verfügbarkeit ausschließlich in Ihrem Benutzerprofil.Mit der Übersendung Ihres Lebenslaufs erklären Sie sich mit der Speicherung Ihrer Daten zum Zwecke der Feststellung Ihrer Eignung für dieses und zukünftige Stellenangebot/e in der weltweiten Amazon Konzernpersonaldatenbank- die derzeit in den USA geführt wird- einverstanden.Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung- dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken- Erfinden- Vereinfachen und Erstellen zu schätzen.Amazon nimmt den Schutz Ihrer persönlichen Daten ernst und respektiert die nationalen Datenschutzgesetze sowie die EU-Rechtsvorschriften zum Datenschutz. Sofern nicht anders vereinbart- erlauben Sie dem einstellenden Unternehmen von Amazon durch Einreichung Ihres Lebenslaufs- Ihre persönlichen Daten in der elektronischen Datenbank zu speichern- die von Amazon Corporate LLC. in den USA oder von einer Tochtergesellschaft zum Zweck der Feststellung Ihrer Eignung für diese und für zukünftig angebotene Stellen sowie zur Verfolgung Ihres Bewerbungsprozesses unterhalten wird.Wenn Sie wünschen- dass Ihre persönlichen Daten gelöscht werden- können Sie das einstellende Unternehmen jederzeit darüber benachrichtigen. Amazon gibt Ihre Daten ohne Ihre vorherige Zustimmung nicht an Dritte weiter. Im Rahmen des Interviewprozesses mit Amazon werden Sie möglicherweise dazu aufgefordert- dem einstellenden Unternehmen von Amazon zu gestatten- Ihre Bewerbungsdaten und Ihren Lebenslauf separat durch einen Drittanbieter prüfen zu lassen.",,,,,,,,,,,,
https://www.amazon.jobs/en/jobs/532052,Schichtleiter Logistik (m/w) - Nachtschicht - Köln,Augsburg (Graben)- GermanyRegensburg- GermanyBerlin- GermanyBad Hersfeld- GermanyKoblenz- GermanyLeipzig- GermanyFrankfurt am Main- GermanyDüsseldorf - GermanyElmshorn- GermanyGermany- EuropeWerne- Germany,Amazon Logistics- Europe,Erforderliche Qualifikationen:· Wir suchen Könner - und setzen dabei auf eine große Vielfalt an unterschiedlichen Qualifikationen- wie z.B. BA-- Hochschul- oder Uni-Abschlüssen verschiedener Disziplinen· Ein „Vordenker“- mit einem überaus hohen Maß an Flexibilität und der Fähigkeit in einer vielschichtigen Umwelt zu agieren.· Wir wünschen uns Mitarbeiter- die durch Neugier und Mut Veränderungen vorantreiben- Entscheidungen treffen und die Fähigkeit besitzen- sich selbst zu hinterfragen.· Hervorragende schriftliche und mündliche Ausdrucksweise in Deutsch und Englisch· Die Fähigkeit- effektiv zu kommunizieren und partnerschaftliche Beziehungen zu internen und externen Lieferanten aufzubauen.· Die Erfahrung mit Leistungskennzahlen und Prozessverbesserung mit nachweisbaren Fähigkeiten zur Analyse und Problemlösung· Ausgezeichnete soziale Kompetenz mit direkter Erfahrung im Bereich Mitarbeiterführung.,"Bevorzugte Qualifikationen:· Sehr gutes Verständnis logistischer Prozesse.· Operative Führungserfahrung ist von großem Vorteil.· Qualifikationen in Engineering- Operations oder ähnlichen Bereichen sind ein Plus· Branche oder einer ähnlich schnelllebigen Logistik/Distributions-Umgebung mit.Über unsere LeistungenFreuen Sie sich auf· die Mitarbeit in einem kompetenten- hoch qualifizierten und motivierten Team· große Gestaltungsfreiräume für Ihre Ideen und Ihr Engagement· hervorragende Perspektiven aufgrund unseres überdurchschnittlichen Wachstums· vielfältige Weiterbildungen und ein attraktives Vergütungspaket- das Sie an unserem Unternehmenserfolg teilhaben lässtSind Sie interessiert?Wir freuen uns darauf- von Ihnen zu hören! Wenn Sie ""online bewerben"" klicken- haben Sie die Möglichkeit Ihre Bewerbung in einem Dokument (Motivationsschreiben & CV- max. 5 MB) anzuhängen. Bitte informieren Sie uns separat über Ihre Gehaltsvorstellung und Ihre Verfügbarkeit ausschließlich in Ihrem Benutzerprofil.Mit der Übersendung Ihres Lebenslaufs erklären Sie sich mit der Speicherung Ihrer Daten zum Zwecke der Feststellung Ihrer Eignung für dieses und zukünftige Stellenangebot/e in der weltweiten Amazon Konzernpersonaldatenbank- die derzeit in den USA geführt wird- einverstanden.Amazon verfolgt als Arbeitgeber den Grundsatz der Chancengleichheit. Wir sind der festen Überzeugung- dass die Beschäftigung einer vielfältigen Belegschaft wesentlich zu unserem Erfolg beiträgt. Wir treffen Einstellungsentscheidungen basierend auf Ihren Erfahrungen und Qualifikationen. Wir wissen Ihre Begeisterung für das Entdecken- Erfinden- Vereinfachen und Erstellen zu schätzen.Amazon nimmt den Schutz Ihrer persönlichen Daten ernst und respektiert die nationalen Datenschutzgesetze sowie die EU-Rechtsvorschriften zum Datenschutz. Sofern nicht anders vereinbart- erlauben Sie dem einstellenden Unternehmen von Amazon durch Einreichung Ihres Lebenslaufs- Ihre persönlichen Daten in der elektronischen Datenbank zu speichern- die von Amazon Corporate LLC. in den USA oder von einer Tochtergesellschaft zum Zweck der Feststellung Ihrer Eignung für diese und für zukünftig angebotene Stellen sowie zur Verfolgung Ihres Bewerbungsprozesses unterhalten wird.Wenn Sie wünschen- dass Ihre persönlichen Daten gelöscht werden- können Sie das einstellende Unternehmen jederzeit darüber benachrichtigen. Amazon gibt Ihre Daten ohne Ihre vorherige Zustimmung nicht an Dritte weiter. Im Rahmen des Interviewprozesses mit Amazon werden Sie möglicherweise dazu aufgefordert- dem einstellenden Unternehmen von Amazon zu gestatten- Ihre Bewerbungsdaten und Ihren Lebenslauf separat durch einen Drittanbieter prüfen zu lassen.",,,,,,,,,,,,
